Contig,Start,End,Strand
HCP21_2716,91,426,-
HCP21_7748,1,117,+
HCP21_7748,114,344,+
HCP21_9516,2,496,+
HCP21_1832,3,359,-
HCP21_4118,3,851,-
HCP21_986_,2,280,+
HCP21_756_,1,90,-
HCP21_8736,1,330,+
HCP21_8736,311,769,+
HCP21_8676,17,373,-
HCP21_5025,1,1533,-
HCP21_4154,61,471,-
HCP21_9371,2,232,-
HCP21_5952,250,333,-
HCP21_5134,2,106,+
HCP21_5134,487,573,-
HCP21_3735,3,299,+
HCP21_8950,2,364,+
HCP21_6112,140,256,-
HCP21_9223,1,87,-
HCP21_4377,243,311,+
HCP21_7780,2,796,-
HCP21_6838,3,542,+
HCP21_4___,1,348,-
HCP21_4___,413,1801,-
HCP21_2573,1,1251,+
HCP21_4483,4,498,-
HCP21_6392,2,94,-
HCP21_6392,141,437,-
HCP21_173_,3,119,+
HCP21_173_,150,1199,+
HCP21_173_,1196,2392,+
HCP21_173_,2413,2514,+
HCP21_3293,40,354,-
HCP21_1_1_newblercontig12982,5,169,-
HCP21_1_1_newblercontig14041,2,154,+
HCP21_2_10581,10,171,-
HCP21_2_24414,4,168,+
HCP21_2_25414,2,189,-
HCP21_2_29139,3,107,+
HCP21_2_31139,4,117,-
HCP21_2_32639,3,124,-
HCP21_2_35139,2,114,-
HCP21_2_37139,3,181,-
HCP21_2_42241,2,111,-
HCP21_2_47241,20,127,+
HCP21_2_58627,1,93,+
HCP21_2_61627,5,118,-
HCP21_2_75270,2,127,+
HCP21_2_79270,11,175,-
HCP21_2_81270,15,218,+
HCP21_2_82924,3,103,-
HCP21_2_88924,21,137,-
HCP21_2_99096,1,123,+
HCP21_2_102096,2,153,-
HCP21_2_104096,3,188,-
HCP21_2_109695,4,81,+
HCP21_2_110695,11,115,+
HCP21_2_114695,3,154,-
HCP21_2_118695,3,203,-
HCP21_2_124943,3,113,+
HCP21_2_125943,1,123,+
HCP21_2_127443,5,133,+
HCP21_2_132943,59,184,+
HCP21_2_137122,13,114,-
HCP21_2_142122,2,136,+
HCP21_2_145622,2,177,-
HCP21_2_159475,2,151,+
HCP21_5097,3,326,-
HCP21_5444,1,96,+
HCP21_5444,198,383,+
HCP21_5444,807,1037,+
HCP21_3345,2,205,+
HCP21_3345,231,491,+
HCP21_6819,2,97,+
HCP21_6819,341,451,+
HCP21_8557,27,401,-
HCP21_4888,3,308,-
HCP21_3732,2,106,-
HCP21_1753,1,345,-
HCP21_1281,2,397,+
HCP21_432_,3,341,+
HCP21_1246,1,396,-
HCP21_2509,473,898,+
HCP21_2509,920,1099,+
HCP21_6184,65,565,+
HCP21_4206,3,797,-
HCP21_6942,3,518,-
HCP21_5291,1,999,-
HCP21_6191,2,1183,+
HCP21_66__,1,2814,-
HCP21_4148,2,520,-
HCP21_4148,517,813,-
HCP21_2_131944,9,204,+
HCP21_9935,3,89,+
HCP21_9935,148,1008,-
HCP21_2133,2,433,+
HCP21_9592,2,322,+
HCP21_1397,1,384,-
HCP21_8770,1,438,-
HCP21_7643,51,185,-
HCP21_8986,1,1002,+
HCP21_4921,80,211,-
HCP21_4921,329,559,-
HCP21_6138,1,390,-
HCP21_8964,55,642,-
HCP21_4235,2,334,-
HCP21_4000,3,308,+
HCP21_4000,474,629,+
HCP21_2955,3,62,+
HCP21_2955,237,341,+
HCP21_249_,2,307,-
HCP21_10055,139,330,-
HCP21_10055,554,835,-
HCP21_10055,839,1081,-
HCP21_127_,3,410,+
HCP21_127_,407,1888,+
HCP21_127_,2027,2527,+
HCP21_127_,2515,2883,+
HCP21_2984,1,843,+
HCP21_4758,2,520,-
HCP21_2704,3,425,+
HCP21_2709,2,376,-
HCP21_6742,1,465,-
HCP21_3497,3,217,-
HCP21_7922,37,387,+
HCP21_4553,2,460,+
HCP21_10782,2,478,-
HCP21_6778,1,435,-
HCP21_5139,46,258,-
HCP21_5139,311,379,-
HCP21_6378,3,383,+
HCP21_7916,2,535,+
HCP21_3081,2,481,-
HCP21_9857,39,1160,-
HCP21_6763,2,493,+
HCP21_10097,80,913,+
HCP21_4253,3,305,+
HCP21_5423,559,618,+
HCP21_1499,3,371,+
HCP21_10037,78,524,-
HCP21_83__,3,413,+
HCP21_83__,580,705,+
HCP21_83__,828,1904,+
HCP21_2971,32,532,+
HCP21_5028,106,303,+
HCP21_1679,53,439,-
HCP21_2557,55,351,-
HCP21_10462,34,882,-
HCP21_2_9386,1,77,-
HCP21_2_10386,3,167,+
HCP21_2_12386,7,189,+
HCP21_2_12886,3,209,-
HCP21_2_16219,3,104,-
HCP21_2_30444,3,112,-
HCP21_2_32444,2,123,-
HCP21_2_34944,3,113,-
HCP21_2_42546,15,100,-
HCP21_2_44046,3,116,+
HCP21_2_45046,13,123,+
HCP21_2_47046,3,134,-
HCP21_2_50046,41,160,-
HCP21_2_53046,19,192,+
HCP21_2_54546,2,216,-
HCP21_2_65932,3,137,-
HCP21_2_66432,4,165,+
HCP21_2_66932,3,167,+
HCP21_2_78075,61,153,+
HCP21_2_79075,5,172,+
HCP21_2_80575,3,203,-
HCP21_2_86229,1,117,+
HCP21_2_88729,3,137,+
HCP21_2_97401,4,90,-
HCP21_2_103401,1,171,+
HCP21_2_116500,2,177,-
HCP21_2_125748,3,122,+
HCP21_2_129748,2,160,+
HCP21_2_148427,40,216,+
HCP21_2_152280,13,102,+
HCP21_2_160780,3,176,+
HCP21_4422,1,501,-
HCP21_4422,778,1452,+
HCP21_5502,84,539,+
HCP21_4839,7,249,+
HCP21_3678,3,362,+
HCP21_300_,3,497,+
HCP21_5966,2,652,+
HCP21_6580,3,431,+
HCP21_3828,3,425,-
HCP21_586_,1,315,-
HCP21_7006,1,1443,+
HCP21_10666,1,153,+
HCP21_5349,2,526,-
HCP21_1293,3,314,-
HCP21_4919,1,525,-
HCP21_1612,1,384,-
HCP21_2687,410,481,+
HCP21_1648,20,310,-
HCP21_9528,3,467,-
HCP21_7070,1,312,+
HCP21_9327,3,371,+
HCP21_10372,3,689,-
HCP21_201_,1,276,+
HCP21_2_14084,3,238,-
HCP21_2_26917,39,221,+
HCP21_2_33142,4,123,+
HCP21_2_37642,2,192,-
HCP21_2_38142,1,207,+
HCP21_2_41744,2,109,+
HCP21_2_43744,5,118,+
HCP21_2_49744,8,157,-
HCP21_2_53244,3,151,-
HCP21_2_54244,74,211,+
HCP21_2_54744,2,219,-
HCP21_2_55744,2,240,-
HCP21_2_67130,2,177,-
HCP21_2_69773,2,102,-
HCP21_2_79773,6,149,-
HCP21_2_80273,2,178,+
HCP21_2_82427,3,86,+
HCP21_2_91927,91,183,+
HCP21_2_92427,1,165,+
HCP21_2_93427,30,185,+
HCP21_2_96099,3,109,-
HCP21_2_107698,2,102,-
HCP21_2_119198,43,228,+
HCP21_2_125946,3,124,-
HCP21_2_135125,2,105,-
HCP21_2_137125,3,115,-
HCP21_2_138625,3,122,+
HCP21_2_144125,3,161,-
HCP21_2_147625,9,203,-
HCP21_2_151978,2,103,+
HCP21_2_159478,2,153,-
HCP21_2_162478,3,224,-
HCP21_9543,3,380,+
HCP21_8118,38,352,+
HCP21_10255,3,137,-
HCP21_10255,175,468,-
HCP21_583_,112,366,-
HCP21_4756,59,466,+
HCP21_4038,1,318,+
HCP21_8819,2,421,+
HCP21_1697,3,365,+
HCP21_8063,283,366,-
HCP21_9967,48,491,+
HCP21_3214,262,348,-
HCP21_8485,3,176,+
HCP21_10804,174,311,-
HCP21_6661,2,394,+
HCP21_8460,55,327,+
HCP21_8921,5,580,+
HCP21_3596,3,329,-
HCP21_10110,1,270,+
HCP21_10110,212,508,+
HCP21_10110,663,830,-
HCP21_6124,3,233,+
HCP21_10008,1,369,+
HCP21_5272,1,351,+
HCP21_4082,3,851,+
HCP21_1_1_newblercontig07392,3,236,+
HCP21_1_1_newblercontig13518,2,154,+
HCP21_2_1085,3,104,-
HCP21_2_3085,1,96,+
HCP21_2_4085,2,114,-
HCP21_2_11585,3,148,-
HCP21_2_13585,1,153,+
HCP21_2_14085,12,167,-
HCP21_2_18418,3,112,-
HCP21_2_19918,1,120,+
HCP21_2_24418,1,168,+
HCP21_2_27643,2,60,-
HCP21_2_28143,3,103,-
HCP21_2_32643,3,124,-
HCP21_2_37143,2,183,-
HCP21_2_48245,4,138,+
HCP21_2_68631,81,209,+
HCP21_2_73774,2,117,-
HCP21_2_77774,3,151,-
HCP21_2_78774,15,158,+
HCP21_2_88428,2,132,-
HCP21_2_98600,4,117,-
HCP21_2_103100,3,169,-
HCP21_2_112199,2,129,-
HCP21_2_125447,3,119,+
HCP21_2_129447,61,153,+
HCP21_2_132447,48,194,-
HCP21_2_132947,18,221,-
HCP21_2_140126,5,130,+
HCP21_2_146126,3,184,-
HCP21_2_149626,2,244,+
HCP21_2_157979,2,135,-
HCP21_2_162479,3,224,+
HCP21_8851,3,311,-
HCP21_8312,33,293,-
HCP21_18__,282,1805,+
HCP21_18__,2078,2662,-
HCP21_18__,2676,3947,-
HCP21_18__,4026,4286,-
HCP21_18__,4307,4618,-
HCP21_1439,3,437,-
HCP21_5552,1,285,+
HCP21_5552,629,994,+
HCP21_1350,1,204,-
HCP21_1350,282,422,-
HCP21_7542,1,285,+
HCP21_8302,3,281,-
HCP21_4554,36,329,+
HCP21_5713,2,76,-
HCP21_5713,73,321,-
HCP21_8818,1,207,+
HCP21_8818,252,395,+
HCP21_6061,146,541,-
HCP21_6061,573,656,-
HCP21_10724,304,546,-
HCP21_9294,2,73,+
HCP21_9294,137,358,+
HCP21_2266,2,328,-
HCP21_3988,85,633,+
HCP21_3288,1,351,+
HCP21_7254,28,231,-
HCP21_7254,241,594,+
HCP21_3130,2,838,+
HCP21_719_,3,545,+
HCP21_1_1_newblercontig06206,167,247,-
HCP21_1_1_newblercontig15606,3,118,-
HCP21_1_1_newblercontig16178,37,198,-
HCP21_2_20419,3,124,-
HCP21_2_21919,2,135,-
HCP21_2_26419,3,217,-
HCP21_2_42246,1,111,+
HCP21_2_43746,4,117,+
HCP21_2_45746,3,127,-
HCP21_2_49246,9,152,+
HCP21_2_52746,3,182,+
HCP21_2_53246,3,196,-
HCP21_2_53746,1,204,+
HCP21_2_55246,3,230,+
HCP21_2_63132,3,127,-
HCP21_2_63632,2,132,-
HCP21_2_64132,3,128,-
HCP21_2_71775,9,110,-
HCP21_2_72275,4,99,-
HCP21_2_79775,2,186,-
HCP21_2_80775,9,209,-
HCP21_2_85429,1,114,+
HCP21_2_87929,22,129,+
HCP21_2_93429,124,234,-
HCP21_2_105601,3,238,-
HCP21_2_107200,2,106,+
HCP21_2_112200,3,131,+
HCP21_2_114700,3,152,+
HCP21_2_119700,1,237,+
HCP21_2_129448,6,158,-
HCP21_2_135127,2,105,-
HCP21_2_137627,2,114,-
HCP21_2_151480,3,98,-
HCP21_2_156980,23,125,-
HCP21_2_160480,3,170,+
HCP21_2_161480,1,189,+
HCP21_6257,1,563,+
HCP21_4969,1,612,+
HCP21_8539,26,295,+
HCP21_9702,2,61,-
HCP21_9702,58,234,-
HCP21_9483,28,417,+
HCP21_7333,103,444,+
HCP21_6159,1,309,-
HCP21_410_,18,563,-
HCP21_2688,2,1138,+
HCP21_6307,46,1080,-
HCP21_9520,1,201,+
HCP21_8991,2,1432,+
HCP21_4210,3,302,+
HCP21_8096,3,926,+
HCP21_6382,2,283,+
HCP21_10408,3,329,-
HCP21_10094,60,464,-
HCP21_2527,46,348,-
HCP21_5946,3,530,+
HCP21_4645,59,265,-
HCP21_542_,5,362,-
HCP21_376_,1,387,+
HCP21_10317,53,442,-
HCP21_4419,34,522,-
HCP21_2225,156,323,+
HCP21_10589,1,387,+
HCP21_7390,3,1691,+
HCP21_7920,2,760,+
HCP21_4367,1,420,+
HCP21_1603,3,98,+
HCP21_1603,113,226,+
HCP21_10256,3,977,+
HCP21_4789,84,197,-
HCP21_4789,187,378,-
HCP21_1748,65,343,+
HCP21_6745,68,871,+
HCP21_10618,7,366,+
HCP21_6167,3,866,-
HCP21_6581,2,328,+
HCP21_1424,1,303,-
HCP21_9723,1,525,+
HCP21_1529,3,350,+
HCP21_1_1_newblercontig07395,15,209,+
HCP21_1_1_newblercontig14563,5,235,-
HCP21_2_2088,3,107,+
HCP21_2_3588,2,114,-
HCP21_2_10088,73,162,+
HCP21_2_12588,2,204,-
HCP21_2_18921,1,111,+
HCP21_2_20921,5,127,+
HCP21_2_23421,13,153,-
HCP21_2_24421,3,167,+
HCP21_2_24921,3,176,+
HCP21_2_25921,2,202,+
HCP21_2_31646,3,109,-
HCP21_2_45248,2,126,-
HCP21_2_47248,10,135,-
HCP21_2_47748,1,126,+
HCP21_2_48248,3,143,+
HCP21_2_55248,62,208,+
HCP21_2_57634,3,101,-
HCP21_2_59134,4,105,-
HCP21_2_63634,6,131,+
HCP21_2_65634,1,153,+
HCP21_2_67134,3,179,+
HCP21_2_73777,3,119,-
HCP21_2_74277,3,119,+
HCP21_2_79777,11,184,-
HCP21_2_87931,2,106,+
HCP21_2_90931,3,164,+
HCP21_2_104603,2,202,+
HCP21_2_109702,3,116,+
HCP21_2_112202,6,131,-
HCP21_2_117702,1,195,+
HCP21_2_125450,6,119,+
HCP21_2_126450,34,126,+
HCP21_2_127450,3,107,+
HCP21_2_127950,3,140,-
HCP21_2_135629,10,108,-
HCP21_2_136629,3,112,-
HCP21_2_140629,3,133,-
HCP21_2_147629,2,205,+
HCP21_2_149129,3,230,-
HCP21_2590,2,358,+
HCP21_2590,435,497,+
HCP21_6529,2,838,+
HCP21_6529,845,919,-
HCP21_609_,2,142,-
HCP21_609_,157,306,-
HCP21_7852,3,1046,-
HCP21_3654,77,517,+
HCP21_30__,1,591,-
HCP21_30__,791,1336,-
HCP21_30__,1355,2089,-
HCP21_7739,1,375,-
HCP21_9301,34,675,+
HCP21_8855,3,350,-
HCP21_7655,1,177,+
HCP21_7655,338,397,-
HCP21_1881,1,354,+
HCP21_5217,3,209,+
HCP21_1518,2,307,-
HCP21_6948,3,347,+
HCP21_2127,1,348,-
HCP21_2012,8,130,+
HCP21_6043,42,575,+
HCP21_4347,93,1019,+
HCP21_6974,2,550,-
HCP21_3176,1,618,-
HCP21_1696,3,302,-
HCP21_9273,1,552,+
HCP21_2_156983,1,128,-
HCP21_3114,1,375,+
HCP21_431_,3,368,+
HCP21_5826,3,401,+
HCP21_5063,25,753,-
HCP21_6330,1,546,+
HCP21_6087,20,928,-
HCP21_991_,5,319,+
HCP21_8763,1,558,-
HCP21_8559,48,557,+
HCP21_4403,57,320,-
HCP21_2415,335,1093,-
HCP21_2415,1097,1684,-
HCP21_2415,2133,2375,-
HCP21_2415,2513,3091,-
HCP21_3444,169,339,-
HCP21_4192,3,65,+
HCP21_4192,250,354,-
HCP21_858_,3,308,+
HCP21_8132,92,490,+
HCP21_7671,43,753,-
HCP21_10262,2,67,+
HCP21_10262,184,300,-
HCP21_8987,83,790,-
HCP21_8109,114,668,-
HCP21_3168,21,233,+
HCP21_7451,2,592,+
HCP21_2_4090,27,116,-
HCP21_2_8590,1,147,+
HCP21_2_9590,2,157,+
HCP21_2_38148,8,208,+
HCP21_2_68136,22,198,+
HCP21_2_76279,3,137,+
HCP21_2_79279,3,167,-
HCP21_2_92433,28,195,+
HCP21_2_92933,3,215,-
HCP21_2_93433,5,232,-
HCP21_3750,32,175,-
HCP21_3750,162,557,-
HCP21_8337,3,263,+
HCP21_6598,2,592,+
HCP21_7535,218,322,-
HCP21_7535,392,535,-
HCP21_9005,2,340,-
HCP21_7988,2,250,-
HCP21_2815,3,458,-
HCP21_9107,52,516,-
HCP21_3193,13,477,+
HCP21_4244,43,339,-
HCP21_5833,62,1054,+
HCP21_178_,1,285,+
HCP21_178_,275,1843,-
HCP21_178_,1840,2604,-
HCP21_178_,2736,3041,+
HCP21_935_,2,82,+
HCP21_935_,225,338,+
HCP21_9484,1,807,-
HCP21_5111,1,1089,+
HCP21_2915,63,344,-
HCP21_8004,29,337,-
HCP21_7115,22,1410,-
HCP21_5486,2,322,-
HCP21_10796,62,796,-
HCP21_7845,1,915,-
HCP21_7191,2,442,-
HCP21_5615,2,76,-
HCP21_5615,73,327,-
HCP21_5615,357,554,-
HCP21_8602,50,628,-
HCP21_1407,311,565,+
HCP21_618_,1,438,+
HCP21_10749,86,832,+
HCP21_4773,157,441,+
HCP21_10707,101,532,+
HCP21_7641,39,488,-
HCP21_2049,28,381,+
HCP21_3286,185,424,+
HCP21_10112,14,331,+
HCP21_10831,3,106,-
HCP21_8574,185,370,-
HCP21_582_,2,310,+
HCP21_582_,350,469,+
HCP21_582_,613,675,-
HCP21_6497,176,709,+
HCP21_908_,76,333,-
HCP21_1346,3,308,-
HCP21_6198,34,151,-
HCP21_6198,225,317,+
HCP21_6198,318,580,-
HCP21_9734,1,120,-
HCP21_1742,34,351,-
HCP21_1_1_newblercontig07974,3,221,+
HCP21_1_1_newblercontig16184,3,228,-
HCP21_2_5592,2,123,-
HCP21_2_8592,1,147,+
HCP21_2_10092,60,164,+
HCP21_2_19925,3,113,-
HCP21_2_21925,3,136,-
HCP21_2_22425,8,141,+
HCP21_2_25425,3,184,-
HCP21_2_26425,3,218,-
HCP21_2_32650,1,126,+
HCP21_2_35150,3,149,+
HCP21_2_41752,2,109,+
HCP21_2_43252,2,111,-
HCP21_2_45752,2,127,+
HCP21_2_48252,3,143,+
HCP21_2_51752,5,166,+
HCP21_2_72781,3,106,-
HCP21_2_78781,28,168,+
HCP21_2_79281,5,175,+
HCP21_2_81935,1,96,+
HCP21_2_86435,2,118,+
HCP21_2_99607,2,126,-
HCP21_2_103107,3,169,-
HCP21_2_113206,2,127,+
HCP21_2_119206,3,221,+
HCP21_2_123454,4,111,+
HCP21_2_130454,1,171,+
HCP21_2_131954,3,203,-
HCP21_2_139133,1,123,+
HCP21_2_141133,60,137,+
HCP21_2_144633,12,167,-
HCP21_2_148133,2,213,-
HCP21_2_148633,17,220,+
HCP21_2_157986,11,136,-
HCP21_2_160486,4,96,-
HCP21_10161,34,345,-
HCP21_3487,3,287,+
HCP21_7623,8,262,+
HCP21_8817,2,100,+
HCP21_8817,77,637,-
HCP21_496_,2,328,+
HCP21_2151,2,202,-
HCP21_2151,311,436,+
HCP21_8276,2,430,-
HCP21_9446,3,509,+
HCP21_3019,3,353,+
HCP21_3107,29,478,+
HCP21_3197,416,766,+
HCP21_4764,2,382,+
HCP21_6267,197,397,+
HCP21_9825,1,288,-
HCP21_9655,2,70,-
HCP21_9655,85,621,-
HCP21_1884,48,434,-
HCP21_5759,3,362,+
HCP21_10418,2,262,-
HCP21_10418,278,355,-
HCP21_10156,3,236,-
HCP21_10156,233,508,-
HCP21_9094,1,384,-
HCP21_1353,2,313,-
HCP21_2_6593,6,131,-
HCP21_2_9093,3,122,-
HCP21_2_16926,2,106,+
HCP21_2_28651,3,106,-
HCP21_2_30151,2,111,-
HCP21_2_33651,4,132,+
HCP21_2_37151,5,175,-
HCP21_2_40753,2,105,-
HCP21_2_48753,1,147,+
HCP21_2_50253,1,162,+
HCP21_2_50753,3,164,+
HCP21_2_52253,1,183,+
HCP21_2_53753,2,187,+
HCP21_2_54753,2,219,-
HCP21_2_55253,3,229,-
HCP21_2_55753,3,242,-
HCP21_2_58139,7,102,-
HCP21_2_59639,2,108,-
HCP21_2_61639,3,119,-
HCP21_2_66139,3,127,-
HCP21_2_67639,7,93,+
HCP21_2_75282,27,128,-
HCP21_2_79282,12,134,+
HCP21_2_80282,3,197,-
HCP21_2_85936,1,114,+
HCP21_2_86436,4,117,-
HCP21_2_89936,30,146,+
HCP21_2_91936,2,186,-
HCP21_2_92936,1,213,+
HCP21_2_94108,3,98,-
HCP21_2_97108,1,114,+
HCP21_2_98608,2,121,+
HCP21_2_104608,3,202,-
HCP21_2_105108,3,218,-
HCP21_2_107207,2,105,-
HCP21_2_110707,1,120,+
HCP21_2_114707,2,115,+
HCP21_2_134134,3,104,+
HCP21_2_141634,3,137,+
HCP21_2_153487,22,108,-
HCP21_2_161987,56,208,-
HCP21_8409,177,404,-
HCP21_9241,85,672,+
HCP21_8038,16,300,-
HCP21_1871,44,310,-
HCP21_8713,2,364,-
HCP21_1399,3,335,+
HCP21_2686,1,903,+
HCP21_6952,3,443,+
HCP21_4792,1,411,-
HCP21_9803,214,429,-
HCP21_9898,3,65,-
HCP21_9898,134,562,-
HCP21_2507,310,1221,+
HCP21_7412,108,386,-
HCP21_400_,2,376,+
HCP21_7888,1,324,-
HCP21_7888,394,561,-
HCP21_3375,1,1125,+
HCP21_5774,85,337,-
HCP21_2113,3,83,-
HCP21_2113,301,447,-
HCP21_10794,19,789,-
HCP21_9171,3,347,-
HCP21_10892,2,376,+
HCP21_1_1_newblercontig09461,29,214,+
HCP21_1_1_newblercontig12230,1,180,+
HCP21_2_387,5,100,-
HCP21_2_2887,3,109,-
HCP21_2_3887,2,115,+
HCP21_2_4387,4,117,+
HCP21_2_8887,1,150,+
HCP21_2_20720,11,127,-
HCP21_2_24720,3,173,+
HCP21_2_28445,6,104,-
HCP21_2_29945,33,110,-
HCP21_2_36445,2,88,+
HCP21_2_36945,25,177,+
HCP21_2_43547,3,116,+
HCP21_2_45047,2,118,+
HCP21_2_47047,3,134,-
HCP21_2_47547,2,139,+
HCP21_2_49047,2,151,+
HCP21_2_51547,3,173,+
HCP21_2_52047,2,166,+
HCP21_2_53047,7,138,+
HCP21_2_67433,7,186,-
HCP21_2_67933,10,195,-
HCP21_2_72576,2,112,+
HCP21_2_79076,9,170,+
HCP21_2_79576,6,182,-
HCP21_2_90730,2,160,+
HCP21_2_94402,1,102,+
HCP21_2_101902,1,150,+
HCP21_2_102402,26,157,+
HCP21_2_102902,2,165,-
HCP21_2_103902,87,185,-
HCP21_2_104902,2,213,-
HCP21_2_105402,11,187,+
HCP21_2_122749,44,109,-
HCP21_2_136928,9,113,-
HCP21_2_140928,3,134,-
HCP21_2_141428,11,139,+
HCP21_2_146428,49,159,+
HCP21_2_147928,1,207,+
HCP21_2_148928,16,201,+
HCP21_2_149428,2,220,+
HCP21_2_153281,3,107,-
HCP21_2_160781,3,175,-
HCP21_10158,59,196,+
HCP21_7134,2,739,+
HCP21_7105,3,353,-
HCP21_7105,343,630,-
HCP21_8946,1,621,-
HCP21_3946,43,390,-
HCP21_3038,202,492,+
HCP21_3355,21,455,-
HCP21_8507,15,440,-
HCP21_1185,2,340,+
HCP21_3441,2,304,-
HCP21_8336,2,478,+
HCP21_1656,3,89,+
HCP21_1656,317,427,+
HCP21_8643,1,666,-
HCP21_5296,354,524,+
HCP21_9997,3,410,-
HCP21_9997,500,670,-
HCP21_4151,2,352,-
HCP21_10395,3,167,+
HCP21_10395,236,307,+
HCP21_4623,182,601,-
HCP21_3469,16,378,-
HCP21_2585,27,437,-
HCP21_2585,546,641,+
HCP21_2_110208,66,119,-
HCP21_5337,339,479,+
HCP21_4729,3,374,-
HCP21_4729,554,1069,+
HCP21_4790,2,1381,-
HCP21_591_,63,314,+
HCP21_2829,11,397,-
HCP21_10155,56,334,+
HCP21_3535,5,334,-
HCP21_6286,2,241,-
HCP21_404_,1,333,-
HCP21_1558,1,225,+
HCP21_1558,238,342,+
HCP21_9431,2,403,-
HCP21_10771,3,167,+
HCP21_10771,316,790,+
HCP21_10084,3,524,+
HCP21_5131,1,330,-
HCP21_10417,3,167,-
HCP21_10417,145,396,-
HCP21_10417,501,857,-
HCP21_284_,3,299,-
HCP21_7356,1,441,+
HCP21_10767,2,619,+
HCP21_5580,3,266,+
HCP21_5580,274,534,-
HCP21_10025,2,181,+
HCP21_1_1_newblercontig13528,1,162,+
HCP21_2_4595,3,119,-
HCP21_2_6595,3,131,+
HCP21_2_9095,58,153,-
HCP21_2_13095,6,215,-
HCP21_2_36653,58,171,-
HCP21_2_51755,2,175,+
HCP21_2_53255,13,195,-
HCP21_2_55755,3,241,-
HCP21_2_69284,3,100,-
HCP21_2_77784,2,115,+
HCP21_2_78784,1,168,+
HCP21_2_83438,2,105,-
HCP21_2_87938,3,128,+
HCP21_2_94110,1,101,-
HCP21_2_97110,3,113,+
HCP21_2_100610,2,136,+
HCP21_2_104610,18,203,-
HCP21_2_113209,2,136,+
HCP21_2_122457,3,106,-
HCP21_2_125457,1,121,+
HCP21_2_128457,6,143,-
HCP21_2_128957,1,150,+
HCP21_2_130457,7,171,+
HCP21_2_138136,3,118,-
HCP21_2_146136,3,127,-
HCP21_2_149136,3,227,-
HCP21_2_152489,8,103,+
HCP21_9255,3,298,-
HCP21_4329,3,917,-
HCP21_10745,784,918,+
HCP21_10745,987,1280,+
HCP21_8808,3,404,-
HCP21_6246,1,327,-
HCP21_8843,1,576,+
HCP21_1976,3,302,+
HCP21_2348,3,392,-
HCP21_4637,2,583,+
HCP21_4241,2,526,+
HCP21_856_,1,339,-
HCP21_5702,2,292,-
HCP21_81__,1,354,-
HCP21_81__,372,1319,-
HCP21_81__,1321,2883,-
HCP21_10563,45,158,-
HCP21_10563,371,430,-
HCP21_5555,84,515,-
HCP21_10296,1,981,-
HCP21_3127,56,472,-
HCP21_2818,137,481,-
HCP21_9030,2,427,+
HCP21_6822,1,66,+
HCP21_4404,3,385,-
HCP21_1_1_newblercontig08561,3,224,+
HCP21_1_1_newblercontig13529,1,162,+
HCP21_1_1_newblercontig14571,2,147,-
HCP21_2_7096,3,134,-
HCP21_2_9096,3,95,-
HCP21_2_12596,1,204,+
HCP21_2_13096,63,215,-
HCP21_2_21429,3,131,+
HCP21_2_23429,3,151,-
HCP21_2_25429,3,188,+
HCP21_2_25929,15,203,-
HCP21_2_40756,2,106,+
HCP21_2_44256,2,121,+
HCP21_2_44756,10,123,+
HCP21_2_46756,10,132,+
HCP21_2_49756,2,157,+
HCP21_2_52756,7,180,-
HCP21_2_54256,41,211,-
HCP21_2_57642,5,100,-
HCP21_2_64142,2,136,+
HCP21_2_67642,5,187,+
HCP21_2_73285,2,115,+
HCP21_2_77785,3,152,+
HCP21_2_78785,2,166,+
HCP21_2_80285,3,196,-
HCP21_2_81285,5,211,+
HCP21_2_82939,13,102,+
HCP21_2_84439,3,110,-
HCP21_2_86439,3,119,+
HCP21_2_92939,3,209,+
HCP21_2_93439,3,233,-
HCP21_2_97111,9,113,-
HCP21_2_103111,5,169,+
HCP21_2_103611,2,88,+
HCP21_2_104611,11,157,+
HCP21_2_110710,3,122,-
HCP21_2_111710,3,127,-
HCP21_2_113710,3,143,-
HCP21_2_121958,2,106,+
HCP21_2_125958,12,122,+
HCP21_2_128958,3,148,-
HCP21_2_133637,2,102,+
HCP21_2_151990,1,102,+
HCP21_2_152990,2,84,-
HCP21_2_153490,2,108,-
HCP21_2_155990,3,121,-
HCP21_2_159990,2,160,+
HCP21_2_160990,14,178,+
HCP21_4649,2,751,+
HCP21_129_,48,407,+
HCP21_129_,980,1684,+
HCP21_129_,1677,2078,+
HCP21_6717,11,622,+
HCP21_2304,76,387,+
HCP21_10612,189,368,-
HCP21_7568,3,833,+
HCP21_2246,2,73,+
HCP21_9565,1,774,-
HCP21_9565,827,952,-
HCP21_8804,214,360,-
HCP21_3370,25,525,+
HCP21_1664,3,266,+
HCP21_1974,3,344,+
HCP21_1300,235,303,-
HCP21_1359,3,329,+
HCP21_7639,816,878,-
HCP21_4963,269,430,-
HCP21_903_,1,237,-
HCP21_2424,45,2405,+
HCP21_4388,2,394,-
HCP21_59__,2,679,+
HCP21_59__,711,1127,+
HCP21_59__,1141,1665,+
HCP21_59__,1944,2294,+
HCP21_4864,2,391,+
HCP21_2_8097,6,143,-
HCP21_2_12597,2,187,+
HCP21_2_24930,2,177,-
HCP21_2_26430,98,217,+
HCP21_2_37155,8,172,-
HCP21_2_51257,34,168,-
HCP21_2_54757,1,219,+
HCP21_2_59143,6,105,+
HCP21_2_59643,3,107,+
